"respondent_id","age_group","gender","education","region","completion_time_sec","attention_check","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","flag_duplicate_id","flag_fast_response","item_missing_rate","flag_high_missingness","unique_likert_values","flag_straight_lining","flag_attention_check_failed","quality_flag_count","exclude_from_analysis"
"R00164","30-44","Female","Some college","Northeast",573,"Correct",5,5,NA,1,4,4,1,5,2,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00165","30-44","Male","Some college","Northeast",904,"Correct",3,5,3,3,5,1,NA,3,3,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00166","18-29","Female","Bachelor's","Midwest",807,"Correct",4,3,4,4,3,2,1,3,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00167","30-44","Female","Some college","West",172,"Correct",4,4,3,4,4,1,3,4,1,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00168","18-29","Female","Bachelor's","Midwest",310,"Correct",5,4,3,4,1,3,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00169","18-29","Male","Bachelor's","South",1730,"Correct",5,5,5,5,5,5,5,5,5,5,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00170","30-44","Female","Bachelor's","Midwest",680,"Correct",3,4,4,4,NA,3,5,3,3,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00171","45-64","Male","Bachelor's","South",155,"Incorrect",NA,4,3,4,3,5,3,4,4,NA,FALSE,FALSE,0.2,FALSE,3,FALSE,TRUE,1,FALSE
"R00172","45-64","Male","Bachelor's","West",54,"Correct",3,4,3,2,3,1,4,2,3,NA,FALSE,TRUE,0.1,FALSE,4,FALSE,FALSE,1,FALSE
"R00173","18-29","Male","Graduate","South",381,"Correct",4,4,3,NA,4,5,1,NA,3,5,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00174","45-64","Male","High school or less","West",935,"Correct",5,3,4,5,5,4,4,5,3,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00175","30-44","Other","Bachelor's","South",311,"Correct",4,5,3,1,4,3,4,4,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00176","18-29","Female","Bachelor's","South",344,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00177","45-64","Female","Some college","Northeast",1016,"Incorrect",4,2,3,4,4,1,4,4,2,5,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE
"R00178","65+","Female","Bachelor's","Midwest",299,"Correct",3,2,1,2,3,2,5,2,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00179","65+","Male","Bachelor's","West",320,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00180","18-29","Male","High school or less","Midwest",83,"Correct",3,3,3,4,2,2,3,4,1,4,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00181","30-44","Male","Bachelor's","South",259,"Correct",4,3,4,4,1,4,1,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00182","30-44","Male","Graduate","South",208,"Correct",4,3,4,5,3,5,2,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00183","65+","Male","Some college","West",550,"Correct",3,2,3,5,1,NA,4,1,2,2,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00184","18-29","Female","Bachelor's","Northeast",330,"Correct",1,2,2,1,2,5,3,3,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00185","30-44","Male","Bachelor's","West",759,"Correct",4,1,5,4,5,3,3,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00186","30-44","Male","Graduate","South",343,"Correct",4,5,4,2,1,4,3,2,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00187","45-64","Male","Some college","South",440,"Correct",2,2,1,3,NA,4,4,4,2,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00188","30-44","Male","Some college","South",288,"Correct",4,2,4,3,3,5,3,1,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00189","30-44","Female","Some college","Midwest",553,"Incorrect",NA,3,3,2,NA,4,5,3,3,5,FALSE,FALSE,0.2,FALSE,4,FALSE,TRUE,1,FALSE
"R00190","18-29","Male","Graduate","West",1026,"Correct",4,3,1,5,4,4,3,2,4,NA,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00191","18-29","Female","High school or less","Midwest",500,"Correct",3,3,4,1,3,2,4,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00192","30-44","Male","Bachelor's","West",666,"Correct",3,1,4,4,5,3,3,5,1,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00193","30-44","Female","Bachelor's","West",420,"Correct",4,4,4,2,4,3,4,2,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00194","45-64","Female","Bachelor's","Northeast",430,"Correct",4,4,2,4,2,5,5,3,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00195","30-44","Female","Graduate","West",276,"Correct",3,4,3,3,4,1,4,1,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00196","30-44","Female","Bachelor's","Northeast",254,"Correct",4,4,4,5,4,5,1,1,2,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00197","30-44","Male","Graduate","West",179,"Correct",2,1,4,5,5,3,3,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00198","18-29","Female","Some college","Midwest",259,"Correct",3,4,3,3,3,4,3,1,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00199","18-29","Female","High school or less","Midwest",605,"Correct",4,3,4,4,3,2,NA,2,2,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00200","30-44","Male","High school or less","South",573,"Correct",2,5,2,4,5,3,4,4,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00201","45-64","Male","High school or less","Northeast",480,"Correct",4,2,4,4,5,4,2,1,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00202","18-29","Female","Bachelor's","South",471,"Correct",4,5,4,3,3,5,4,5,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00203","30-44","Male","Graduate","Midwest",449,"Correct",3,1,3,4,3,3,3,2,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00204","65+","Female","Some college","West",273,"Correct",1,1,3,4,4,1,4,2,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00205","18-29","Male","High school or less","South",306,"Correct",4,3,2,3,3,5,2,3,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00206","45-64","Female","Bachelor's","South",599,"Incorrect",3,2,5,2,4,2,4,2,1,4,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE
"R00207","30-44","Female","Some college","South",362,"Correct",NA,5,2,5,4,5,5,2,3,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00208","65+","Male","Bachelor's","South",486,"Correct",1,3,5,4,1,4,5,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00209","45-64","Female","High school or less","South",325,"Correct",4,4,4,4,1,NA,1,5,5,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00210","18-29","Female","Graduate","Midwest",192,"Correct",3,5,3,5,3,5,4,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00211","45-64","Male","Bachelor's","West",770,"Correct",1,5,5,2,2,5,5,3,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00212","30-44","Male","High school or less","Northeast",407,"Correct",4,5,4,4,3,2,4,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00213","30-44","Female","Graduate","South",372,"Correct",3,4,4,2,3,4,2,3,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00214","30-44","Other","Some college","South",542,"Correct",4,4,5,5,3,4,5,4,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00215","65+","Female","Some college","South",1372,"Correct",4,4,5,3,NA,2,2,2,5,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00216","18-29","Male","High school or less","Midwest",438,"Correct",2,5,2,5,3,3,3,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00217","30-44","Female","Bachelor's","Midwest",939,"Correct",3,3,4,2,5,4,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00218","30-44","Female","Bachelor's","South",689,"Correct",5,3,3,2,4,2,2,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00219","30-44","Male","Graduate","West",325,"Correct",5,4,5,5,1,1,4,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00220","30-44","Female","High school or less","South",611,"Correct",3,3,1,5,2,4,4,3,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00221","30-44","Female","Graduate","West",471,"Correct",3,5,4,2,3,3,2,3,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00222","18-29","Female","Bachelor's","South",683,"Correct",5,5,3,4,1,3,1,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00223","30-44","Male","Graduate","Midwest",82,"Correct",3,3,3,1,NA,3,5,5,3,3,FALSE,TRUE,0.1,FALSE,3,FALSE,FALSE,1,FALSE
"R00224","45-64","Female","Some college","Midwest",348,"Correct",2,3,3,4,4,4,2,3,3,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00225","18-29","Female","Bachelor's","South",189,"Correct",5,5,4,4,2,3,2,2,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00226","45-64","Male","Some college","West",546,"Correct",2,4,3,5,4,4,4,4,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00227","45-64","Female","Bachelor's","Northeast",493,"Correct",4,5,4,5,2,5,5,4,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00228","30-44","Female","Bachelor's","West",316,"Correct",5,1,1,4,5,4,4,4,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00229","30-44","Female","Some college","West",594,"Correct",4,4,2,4,2,4,4,3,NA,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00230","30-44","Male","Graduate","Midwest",378,"Correct",5,4,3,5,4,5,5,4,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00231","18-29","Male","Bachelor's","Midwest",1024,"Correct",5,4,1,5,2,5,1,4,5,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00232","30-44","Male","Some college","West",467,"Correct",3,3,1,3,4,5,3,5,3,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00233","18-29","Female","Some college","West",345,"Correct",3,2,3,3,5,1,NA,3,4,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00234","18-29","Female","Some college","Midwest",874,"Correct",1,3,5,5,1,4,4,4,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00235","45-64","Male","Some college","South",125,"Correct",5,2,5,4,3,4,2,1,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00236","45-64","Female","Bachelor's","Northeast",392,"Correct",4,4,3,1,3,2,4,5,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00237","65+","Female","Bachelor's","Midwest",685,"Correct",1,5,2,4,5,2,4,5,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00238","30-44","Female","Bachelor's","South",439,"Incorrect",2,3,3,NA,3,4,5,4,5,3,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE
"R00239","30-44","Female","Bachelor's","West",434,"Correct",5,4,4,4,3,5,2,3,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00240","45-64","Female","Bachelor's","South",610,"Correct",5,2,5,3,4,3,4,1,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00241","65+","Other","Bachelor's","South",211,"Correct",4,4,4,NA,4,4,1,5,3,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00242","18-29","Male","High school or less","West",331,"Correct",3,5,2,5,4,1,4,3,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00243","65+","Female","Bachelor's","Midwest",340,"Correct",1,4,5,4,2,4,2,4,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00244","45-64","Male","Some college","Midwest",352,"Correct",4,4,3,3,3,4,5,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00245","18-29","Male","Bachelor's","West",717,"Correct",4,3,3,3,4,5,1,3,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00246","18-29","Male","Some college","West",323,"Correct",4,4,4,4,4,4,4,4,4,4,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00247","45-64","Male","Graduate","South",389,"Correct",3,1,3,4,4,5,2,4,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00248","30-44","Male","Graduate","Midwest",278,"Correct",1,4,4,2,4,5,4,3,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00249","30-44","Male","Some college","Northeast",174,"Correct",5,1,3,3,5,2,3,3,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00250","30-44","Female","Some college","West",1177,"Correct",3,3,1,1,5,4,4,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00251","18-29","Male","Some college","Midwest",604,"Correct",3,5,4,3,3,5,5,3,3,NA,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00252","18-29","Female","Some college","Midwest",367,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00253","30-44","Male","Graduate","South",556,"Correct",4,4,1,3,4,5,2,3,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00254","45-64","Female","Graduate","Midwest",441,"Correct",2,2,5,4,1,5,1,2,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00255","18-29","Female","High school or less","South",343,"Correct",3,2,3,4,4,2,4,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00256","30-44","Male","Bachelor's","West",259,"Correct",2,2,3,5,4,4,1,5,NA,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00257","45-64","Male","Bachelor's","Northeast",336,"Correct",3,3,2,3,4,3,4,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00258","45-64","Female","High school or less","West",192,"Correct",4,3,4,3,3,3,4,5,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00259","45-64","Male","High school or less","South",171,"Correct",3,NA,4,4,5,4,3,1,3,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00260","18-29","Female","High school or less","Midwest",172,"Correct",4,4,4,4,2,5,4,4,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00261","18-29","Female","Bachelor's","Midwest",271,"Correct",3,4,5,5,4,4,3,NA,4,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00262","18-29","Male","Graduate","Midwest",403,"Correct",3,2,3,4,3,3,4,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00263","65+","Male","Some college","South",82,"Correct",3,4,3,4,5,4,3,3,5,5,FALSE,TRUE,0,FALSE,3,FALSE,FALSE,1,FALSE
"R00264","30-44","Other","Bachelor's","West",732,"Correct",3,5,3,5,3,3,3,4,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00265","45-64","Male","Graduate","South",85,"Correct",4,3,5,2,3,1,5,2,4,5,FALSE,TRUE,0,FALSE,5,FALSE,FALSE,1,FALSE
"R00266","30-44","Male","Graduate","Midwest",282,"Correct",4,4,5,3,5,1,3,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00267","18-29","Male","Bachelor's","West",461,"Correct",2,2,2,4,2,NA,5,4,2,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00268","18-29","Female","Some college","Midwest",412,"Correct",4,4,4,5,4,3,1,1,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00269","18-29","Other","High school or less","Midwest",236,"Correct",2,2,5,4,4,4,3,4,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00270","45-64","Male","Some college","South",803,"Correct",3,2,3,3,4,3,3,5,2,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00271","18-29","Male","Some college","Midwest",441,"Correct",4,NA,4,3,3,2,5,1,2,5,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00272","18-29","Female","Some college","Northeast",776,"Correct",5,4,1,5,4,4,5,4,5,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00273","30-44","Female","Some college","South",587,"Correct",4,1,3,4,4,4,5,1,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00274","30-44","Male","Bachelor's","West",680,"Correct",3,4,1,2,4,1,4,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00275","18-29","Male","High school or less","Northeast",235,"Correct",5,5,5,5,5,5,5,5,5,5,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00276","18-29","Female","Graduate","South",289,"Correct",3,3,1,5,3,5,2,5,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00277","45-64","Female","Some college","West",366,"Incorrect",3,3,4,1,4,4,2,5,2,3,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE
"R00278","45-64","Female","Some college","South",189,"Correct",2,4,4,4,4,1,NA,3,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00279","18-29","Female","Graduate","West",559,"Correct",NA,3,3,3,2,4,1,3,1,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00280","30-44","Female","Some college","Midwest",515,"Correct",4,1,1,3,4,4,4,3,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00281","18-29","Female","Bachelor's","West",433,"Correct",4,2,3,5,5,5,4,5,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00282","45-64","Female","Bachelor's","Midwest",181,"Correct",3,5,2,5,3,4,4,2,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00283","18-29","Female","Some college","Northeast",329,"Correct",2,1,5,2,4,4,4,3,4,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00284","18-29","Female","Some college","West",592,"Correct",2,3,4,3,2,3,4,4,1,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00285","45-64","Male","Some college","West",307,"Correct",5,4,3,5,3,5,2,2,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00286","18-29","Female","Bachelor's","South",410,"Correct",5,4,3,1,5,4,3,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00287","30-44","Male","Bachelor's","South",461,"Correct",3,4,4,3,2,3,4,3,4,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00288","30-44","Female","High school or less","Northeast",812,"Correct",5,3,3,2,4,3,4,4,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00289","45-64","Female","Some college","West",436,"Correct",3,4,5,5,5,2,3,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00290","45-64","Female","Bachelor's","West",349,"Correct",4,3,5,3,4,2,4,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00291","30-44","Female","Bachelor's","Midwest",531,"Correct",3,1,5,3,3,4,3,5,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00292","45-64","Male","High school or less","Northeast",257,"Correct",1,2,5,3,3,3,4,3,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00293","18-29","Female","Bachelor's","Northeast",100,"Correct",5,1,3,5,3,1,1,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00294","45-64","Female","High school or less","West",48,"Correct",1,1,2,4,4,5,4,4,3,4,FALSE,TRUE,0,FALSE,5,FALSE,FALSE,1,FALSE
"R00295","45-64","Female","Some college","South",274,"Correct",3,3,5,4,4,3,4,2,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00296","18-29","Female","High school or less","Midwest",278,"Correct",NA,3,4,3,4,4,3,3,5,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00297","18-29","Female","Some college","West",927,"Correct",2,4,3,4,3,4,1,3,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00298","18-29","Male","Graduate","South",586,"Correct",1,3,4,3,3,4,3,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00299","30-44","Female","Some college","South",697,"Correct",4,4,3,2,4,3,1,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00300","18-29","Female","Bachelor's","South",1028,"Correct",2,2,5,4,2,5,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00301","18-29","Male","High school or less","South",246,"Correct",5,5,4,1,3,3,3,1,1,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00302","18-29","Female","Graduate","Northeast",422,"Correct",1,4,3,4,3,3,3,3,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00303","18-29","Female","Bachelor's","South",762,"Correct",5,5,4,3,5,3,4,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00304","30-44","Female","Bachelor's","Midwest",515,"Correct",4,1,1,2,5,2,5,2,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00305","45-64","Female","Some college","South",327,"Correct",4,4,3,NA,3,4,1,4,NA,3,FALSE,FALSE,0.2,FALSE,3,FALSE,FALSE,0,FALSE
"R00306","30-44","Male","Bachelor's","West",415,"Correct",3,4,2,3,NA,3,3,NA,4,1,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00307","18-29","Male","Some college","Midwest",220,"Correct",4,3,4,3,5,3,2,3,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00308","30-44","Male","Some college","Northeast",717,"Correct",4,2,2,3,4,2,2,1,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00309","45-64","Female","Graduate","West",676,"Correct",3,5,4,4,5,4,3,2,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00310","45-64","Female","Some college","Midwest",291,"Correct",5,4,2,4,4,4,2,2,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00311","45-64","Female","Bachelor's","Midwest",73,"Correct",5,3,3,4,1,4,3,1,2,4,FALSE,TRUE,0,FALSE,5,FALSE,FALSE,1,FALSE
"R00312","45-64","Male","Bachelor's","West",880,"Correct",1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00313","30-44","Female","Some college","Midwest",190,"Correct",2,5,3,5,2,5,5,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00314","45-64","Female","High school or less","Midwest",1114,"Correct",4,3,2,3,3,5,3,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00315","30-44","Female","Some college","West",372,"Correct",3,NA,2,3,2,4,4,4,3,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00316","45-64","Female","High school or less","South",918,"Correct",5,2,5,1,3,5,3,4,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00317","18-29","Female","Bachelor's","South",166,"Correct",5,4,3,5,2,1,4,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00318","18-29","Male","High school or less","West",431,"Correct",3,1,4,5,3,4,3,5,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00319","18-29","Male","Bachelor's","South",462,"Correct",4,NA,5,4,3,4,5,1,4,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00320","18-29","Female","Graduate","Northeast",352,"Correct",3,2,4,4,4,2,1,NA,2,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00321","65+","Male","High school or less","Northeast",558,"Correct",4,2,4,1,4,4,5,4,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00322","18-29","Female","High school or less","West",260,"Correct",5,3,3,4,4,3,NA,4,4,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00323","30-44","Female","Graduate","Midwest",362,"Correct",4,3,4,2,3,4,4,5,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00324","65+","Female","Some college","South",243,"Correct",2,3,5,4,5,1,5,2,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00325","30-44","Male","Bachelor's","West",468,"Correct",3,2,2,3,1,4,3,3,2,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00326","18-29","Female","High school or less","West",386,"Correct",2,4,3,3,3,5,4,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00327","45-64","Female","Some college","West",415,"Correct",3,5,4,4,3,3,4,2,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
