"respondent_id","age_group","gender","education","region","completion_time_sec","attention_check","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","flag_duplicate_id","flag_fast_response","item_missing_rate","flag_high_missingness","unique_likert_values","flag_straight_lining","flag_attention_check_failed","quality_flag_count","exclude_from_analysis","weight_raw","weight_trimmed"
"R00138","18-29","Female","Some college","Midwest",323,"Correct",1,4,4,4,4,5,2,5,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00139","18-29","Female","Bachelor's","South",451,"Correct",4,3,2,3,4,2,3,3,2,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00140","30-44","Female","Bachelor's","Northeast",230,"Correct",5,2,2,2,4,3,3,2,NA,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00141","18-29","Female","High school or less","West",303,"Correct",4,4,4,3,3,4,3,4,3,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00142","30-44","Female","Graduate","West",738,"Correct",4,2,5,3,3,3,2,1,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00143","18-29","Male","Bachelor's","Midwest",399,"Correct",1,3,1,3,4,4,4,5,2,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00144","18-29","Female","Some college","South",677,"Correct",4,2,5,2,4,2,1,4,1,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00145","45-64","Female","Bachelor's","Northeast",243,"Correct",4,3,5,2,3,2,3,4,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.78044349311969,0.78044349311969
"R00146","30-44","Male","Bachelor's","West",253,"Correct",4,5,1,2,2,5,4,5,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00147","30-44","Female","Some college","Northeast",413,"Correct",3,4,2,5,5,4,4,NA,5,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00148","18-29","Female","Some college","South",695,"Correct",5,3,5,1,3,1,3,2,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00149","18-29","Female","Graduate","South",267,"Correct",1,1,3,3,5,2,5,1,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.431030496924718,0.431030496924718
"R00150","30-44","Male","Bachelor's","South",316,"Correct",3,2,1,5,3,5,3,4,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00151","30-44","Male","Some college","South",675,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,0.728245222622209,0.728245222622209
"R00152","30-44","Male","Bachelor's","Midwest",564,"Correct",2,3,2,5,4,4,3,3,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00153","65+","Female","Graduate","South",384,"Correct",5,4,5,NA,2,4,4,2,3,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,1.82592763301113,1.82592763301113
"R00154","18-29","Female","Bachelor's","West",403,"Correct",3,1,4,4,5,3,2,2,1,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00155","45-64","Male","Bachelor's","South",643,"Correct",4,1,4,4,2,4,2,4,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.04403166676533,1.04403166676533
"R00156","45-64","Female","Some college","Midwest",1173,"Correct",4,4,4,5,5,3,5,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,1.05802417397455,1.05802417397455
"R00157","18-29","Female","Bachelor's","South",452,"Correct",3,1,4,4,2,5,3,4,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00158","18-29","Female","High school or less","Midwest",572,"Correct",3,3,3,4,4,3,5,4,NA,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00159","45-64","Male","Some college","West",465,"Correct",3,4,3,4,1,2,3,2,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00160","30-44","Other","High school or less","West",565,"Correct",3,5,2,3,4,5,4,3,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.346126181716786,0.346126181716786
"R00161","30-44","Male","High school or less","South",592,"Correct",3,3,5,2,3,1,2,1,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.24819558712073,1.24819558712073
"R00162","18-29","Female","Graduate","South",458,"Incorrect",2,4,3,5,4,3,2,2,4,2,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE,0.431030496924718,0.431030496924718
"R00163","65+","Female","Some college","Midwest",530,"Correct",1,4,2,1,5,5,2,5,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,2.03204779453607,2.03204779453607
"R00164","30-44","Female","Some college","Northeast",573,"Correct",5,5,NA,1,4,4,1,5,2,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00165","30-44","Male","Some college","Northeast",904,"Correct",3,5,3,3,5,1,NA,3,3,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00166","18-29","Female","Bachelor's","Midwest",807,"Correct",4,3,4,4,3,2,1,3,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00167","30-44","Female","Some college","West",172,"Correct",4,4,3,4,4,1,3,4,1,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00168","18-29","Female","Bachelor's","Midwest",310,"Correct",5,4,3,4,1,3,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00169","18-29","Male","Bachelor's","South",1730,"Correct",5,5,5,5,5,5,5,5,5,5,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,0.473343521394948,0.473343521394948
"R00170","30-44","Female","Bachelor's","Midwest",680,"Correct",3,4,4,4,NA,3,5,3,3,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00171","45-64","Male","Bachelor's","South",155,"Incorrect",NA,4,3,4,3,5,3,4,4,NA,FALSE,FALSE,0.2,FALSE,3,FALSE,TRUE,1,FALSE,1.04403166676533,1.04403166676533
"R00172","45-64","Male","Bachelor's","West",54,"Correct",3,4,3,2,3,1,4,2,3,NA,FALSE,TRUE,0.1,FALSE,4,FALSE,FALSE,1,FALSE,1.04403166676533,1.04403166676533
"R00173","18-29","Male","Graduate","South",381,"Correct",4,4,3,NA,4,5,1,NA,3,5,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE,0.576607393229926,0.576607393229926
"R00174","45-64","Male","High school or less","West",935,"Correct",5,3,4,5,5,4,4,5,3,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,2.42589945376964,2.42589945376964
"R00175","30-44","Other","Bachelor's","South",311,"Correct",4,5,3,1,4,3,4,4,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.148961942279744,0.201943301883613
"R00176","18-29","Female","Bachelor's","South",344,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,0.353837803050166,0.353837803050166
"R00177","45-64","Female","Some college","Northeast",1016,"Incorrect",4,2,3,4,4,1,4,4,2,5,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE,1.05802417397455,1.05802417397455
"R00178","65+","Female","Bachelor's","Midwest",299,"Correct",3,2,1,2,3,2,5,2,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.4989246162461,1.4989246162461
"R00179","65+","Male","Bachelor's","West",320,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,2.00517369835384,2.00517369835384
"R00180","18-29","Male","High school or less","Midwest",83,"Correct",3,3,3,4,2,2,3,4,1,4,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE,1.09985532675945,1.09985532675945
"R00181","30-44","Male","Bachelor's","South",259,"Correct",4,3,4,4,1,4,1,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00182","30-44","Male","Graduate","South",208,"Correct",4,3,4,5,3,5,2,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00183","65+","Male","Some college","West",550,"Correct",3,2,3,5,1,NA,4,1,2,2,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,2.71835471059653,2.71835471059653
"R00184","18-29","Female","Bachelor's","Northeast",330,"Correct",1,2,2,1,2,5,3,3,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00185","30-44","Male","Bachelor's","West",759,"Correct",4,1,5,4,5,3,3,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00186","30-44","Male","Graduate","South",343,"Correct",4,5,4,2,1,4,3,2,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00187","45-64","Male","Some college","South",440,"Correct",2,2,1,3,NA,4,4,4,2,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00188","30-44","Male","Some college","South",288,"Correct",4,2,4,3,3,5,3,1,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00189","30-44","Female","Some college","Midwest",553,"Incorrect",NA,3,3,2,NA,4,5,3,3,5,FALSE,FALSE,0.2,FALSE,4,FALSE,TRUE,1,FALSE,0.544384105849878,0.544384105849878
"R00190","18-29","Male","Graduate","West",1026,"Correct",4,3,1,5,4,4,3,2,4,NA,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.576607393229926,0.576607393229926
"R00191","18-29","Female","High school or less","Midwest",500,"Correct",3,3,4,1,3,2,4,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00192","30-44","Male","Bachelor's","West",666,"Correct",3,1,4,4,5,3,3,5,1,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00193","30-44","Female","Bachelor's","West",420,"Correct",4,4,4,2,4,3,4,2,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00194","45-64","Female","Bachelor's","Northeast",430,"Correct",4,4,2,4,2,5,5,3,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.78044349311969,0.78044349311969
"R00195","30-44","Female","Graduate","West",276,"Correct",3,4,3,3,4,1,4,1,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00196","30-44","Female","Bachelor's","Northeast",254,"Correct",4,4,4,5,4,5,1,1,2,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00197","30-44","Male","Graduate","West",179,"Correct",2,1,4,5,5,3,3,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00198","18-29","Female","Some college","Midwest",259,"Correct",3,4,3,3,3,4,3,1,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00199","18-29","Female","High school or less","Midwest",605,"Correct",4,3,4,4,3,2,NA,2,2,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00200","30-44","Male","High school or less","South",573,"Correct",2,5,2,4,5,3,4,4,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.24819558712073,1.24819558712073
"R00201","45-64","Male","High school or less","Northeast",480,"Correct",4,2,4,4,5,4,2,1,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,2.42589945376964,2.42589945376964
"R00202","18-29","Female","Bachelor's","South",471,"Correct",4,5,4,3,3,5,4,5,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00203","30-44","Male","Graduate","Midwest",449,"Correct",3,1,3,4,3,3,3,2,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00204","65+","Female","Some college","West",273,"Correct",1,1,3,4,4,1,4,2,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,2.03204779453607,2.03204779453607
"R00205","18-29","Male","High school or less","South",306,"Correct",4,3,2,3,3,5,2,3,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.09985532675945,1.09985532675945
"R00206","45-64","Female","Bachelor's","South",599,"Incorrect",3,2,5,2,4,2,4,2,1,4,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE,0.78044349311969,0.78044349311969
"R00207","30-44","Female","Some college","South",362,"Correct",NA,5,2,5,4,5,5,2,3,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00208","65+","Male","Bachelor's","South",486,"Correct",1,3,5,4,1,4,5,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,2.00517369835384,2.00517369835384
"R00209","45-64","Female","High school or less","South",325,"Correct",4,4,4,4,1,NA,1,5,5,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,1.81342913622818,1.81342913622818
"R00210","18-29","Female","Graduate","Midwest",192,"Correct",3,5,3,5,3,5,4,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.431030496924718,0.431030496924718
"R00211","45-64","Male","Bachelor's","West",770,"Correct",1,5,5,2,2,5,5,3,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.04403166676533,1.04403166676533
"R00212","30-44","Male","High school or less","Northeast",407,"Correct",4,5,4,4,3,2,4,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.24819558712073,1.24819558712073
"R00213","30-44","Female","Graduate","South",372,"Correct",3,4,4,2,3,4,2,3,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00214","30-44","Other","Some college","South",542,"Correct",4,4,5,5,3,4,5,4,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.201943301883613,0.201943301883613
"R00215","65+","Female","Some college","South",1372,"Correct",4,4,5,3,NA,2,2,2,5,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,2.03204779453607,2.03204779453607
"R00216","18-29","Male","High school or less","Midwest",438,"Correct",2,5,2,5,3,3,3,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.09985532675945,1.09985532675945
"R00217","30-44","Female","Bachelor's","Midwest",939,"Correct",3,3,4,2,5,4,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00218","30-44","Female","Bachelor's","South",689,"Correct",5,3,3,2,4,2,2,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00219","30-44","Male","Graduate","West",325,"Correct",5,4,5,5,1,1,4,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00220","30-44","Female","High school or less","South",611,"Correct",3,3,1,5,2,4,4,3,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.933061855419799,0.933061855419799
"R00221","30-44","Female","Graduate","West",471,"Correct",3,5,4,2,3,3,2,3,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00222","18-29","Female","Bachelor's","South",683,"Correct",5,5,3,4,1,3,1,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00223","30-44","Male","Graduate","Midwest",82,"Correct",3,3,3,1,NA,3,5,5,3,3,FALSE,TRUE,0.1,FALSE,3,FALSE,FALSE,1,FALSE,0.65437588582793,0.65437588582793
"R00224","45-64","Female","Some college","Midwest",348,"Correct",2,3,3,4,4,4,2,3,3,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,1.05802417397455,1.05802417397455
"R00225","18-29","Female","Bachelor's","South",189,"Correct",5,5,4,4,2,3,2,2,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00226","45-64","Male","Some college","West",546,"Correct",2,4,3,5,4,4,4,4,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00227","45-64","Female","Bachelor's","Northeast",493,"Correct",4,5,4,5,2,5,5,4,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.78044349311969,0.78044349311969
"R00228","30-44","Female","Bachelor's","West",316,"Correct",5,1,1,4,5,4,4,4,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00229","30-44","Female","Some college","West",594,"Correct",4,4,2,4,2,4,4,3,NA,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00230","30-44","Male","Graduate","Midwest",378,"Correct",5,4,3,5,4,5,5,4,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00231","18-29","Male","Bachelor's","Midwest",1024,"Correct",5,4,1,5,2,5,1,4,5,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00232","30-44","Male","Some college","West",467,"Correct",3,3,1,3,4,5,3,5,3,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00233","18-29","Female","Some college","West",345,"Correct",3,2,3,3,5,1,NA,3,4,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00234","18-29","Female","Some college","Midwest",874,"Correct",1,3,5,5,1,4,4,4,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00235","45-64","Male","Some college","South",125,"Correct",5,2,5,4,3,4,2,1,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00236","45-64","Female","Bachelor's","Northeast",392,"Correct",4,4,3,1,3,2,4,5,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.78044349311969,0.78044349311969
"R00237","65+","Female","Bachelor's","Midwest",685,"Correct",1,5,2,4,5,2,4,5,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.4989246162461,1.4989246162461
"R00238","30-44","Female","Bachelor's","South",439,"Incorrect",2,3,3,NA,3,4,5,4,5,3,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE,0.401560799478044,0.401560799478044
"R00239","30-44","Female","Bachelor's","West",434,"Correct",5,4,4,4,3,5,2,3,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00240","45-64","Female","Bachelor's","South",610,"Correct",5,2,5,3,4,3,4,1,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.78044349311969,0.78044349311969
"R00241","65+","Other","Bachelor's","South",211,"Correct",4,4,4,NA,4,4,1,5,3,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.556037149186788,0.556037149186788
"R00242","18-29","Male","High school or less","West",331,"Correct",3,5,2,5,4,1,4,3,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.09985532675945,1.09985532675945
"R00243","65+","Female","Bachelor's","Midwest",340,"Correct",1,4,5,4,2,4,2,4,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.4989246162461,1.4989246162461
"R00244","45-64","Male","Some college","Midwest",352,"Correct",4,4,3,3,3,4,5,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00245","18-29","Male","Bachelor's","West",717,"Correct",4,3,3,3,4,5,1,3,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00246","18-29","Male","Some college","West",323,"Correct",4,4,4,4,4,4,4,4,4,4,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,0.641697820079447,0.641697820079447
"R00247","45-64","Male","Graduate","South",389,"Correct",3,1,3,4,4,5,2,4,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.27179595919886,1.27179595919886
"R00248","30-44","Male","Graduate","Midwest",278,"Correct",1,4,4,2,4,5,4,3,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00249","30-44","Male","Some college","Northeast",174,"Correct",5,1,3,3,5,2,3,3,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00250","30-44","Female","Some college","West",1177,"Correct",3,3,1,1,5,4,4,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00251","18-29","Male","Some college","Midwest",604,"Correct",3,5,4,3,3,5,5,3,3,NA,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.641697820079447,0.641697820079447
"R00252","18-29","Female","Some college","Midwest",367,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE,0.479687450268365,0.479687450268365
"R00253","30-44","Male","Graduate","South",556,"Correct",4,4,1,3,4,5,2,3,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00254","45-64","Female","Graduate","Midwest",441,"Correct",2,2,5,4,1,5,1,2,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.950703807680351,0.950703807680351
"R00255","18-29","Female","High school or less","South",343,"Correct",3,2,3,4,4,2,4,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00256","30-44","Male","Bachelor's","West",259,"Correct",2,2,3,5,4,4,1,5,NA,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00257","45-64","Male","Bachelor's","Northeast",336,"Correct",3,3,2,3,4,3,4,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.04403166676533,1.04403166676533
"R00258","45-64","Female","High school or less","West",192,"Correct",4,3,4,3,3,3,4,5,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,1.81342913622818,1.81342913622818
"R00259","45-64","Male","High school or less","South",171,"Correct",3,NA,4,4,5,4,3,1,3,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,2.42589945376964,2.42589945376964
"R00260","18-29","Female","High school or less","Midwest",172,"Correct",4,4,4,4,2,5,4,4,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.822173273538629,0.822173273538629
"R00261","18-29","Female","Bachelor's","Midwest",271,"Correct",3,4,5,5,4,4,3,NA,4,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00262","18-29","Male","Graduate","Midwest",403,"Correct",3,2,3,4,3,3,4,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.576607393229926,0.576607393229926
"R00263","65+","Male","Some college","South",82,"Correct",3,4,3,4,5,4,3,3,5,5,FALSE,TRUE,0,FALSE,3,FALSE,FALSE,1,FALSE,2.71835471059653,2.71835471059653
"R00264","30-44","Other","Bachelor's","West",732,"Correct",3,5,3,5,3,3,3,4,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.148961942279744,0.201943301883613
"R00265","45-64","Male","Graduate","South",85,"Correct",4,3,5,2,3,1,5,2,4,5,FALSE,TRUE,0,FALSE,5,FALSE,FALSE,1,FALSE,1.27179595919886,1.27179595919886
"R00266","30-44","Male","Graduate","Midwest",282,"Correct",4,4,5,3,5,1,3,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.65437588582793,0.65437588582793
"R00267","18-29","Male","Bachelor's","West",461,"Correct",2,2,2,4,2,NA,5,4,2,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00268","18-29","Female","Some college","Midwest",412,"Correct",4,4,4,5,4,3,1,1,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00269","18-29","Other","High school or less","Midwest",236,"Correct",2,2,5,4,4,4,3,4,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.304991243856476,0.304991243856476
"R00270","45-64","Male","Some college","South",803,"Correct",3,2,3,3,4,3,3,5,2,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00271","18-29","Male","Some college","Midwest",441,"Correct",4,NA,4,3,3,2,5,1,2,5,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.641697820079447,0.641697820079447
"R00272","18-29","Female","Some college","Northeast",776,"Correct",5,4,1,5,4,4,5,4,5,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00273","30-44","Female","Some college","South",587,"Correct",4,1,3,4,4,4,5,1,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00274","30-44","Male","Bachelor's","West",680,"Correct",3,4,1,2,4,1,4,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
